ph,temperature,turbidity,fish
7.41502820322486,26.87437348451347,15.45156890215724,sing
5.410598919982791,18.726962122741494,4.974395384036023,sing
6.772391618233516,21.550883683104907,3.4932807650287243,magur
6.147397350376973,17.32515494536926,3.6336707689142105,sing
8.74753994252795,17.669056127772045,3.5882597731337524,pangas
7.157792380185807,21.956745785332416,3.573769056288408,katla
7.442997124689911,28.832537961864663,4.052029304519678,shrimp
8.484428740760427,17.818573807761783,3.5365217916500367,shrimp
8.132387311220231,18.37087202283022,3.9287488012721408,tilapia
8.667619037293932,19.25017831537799,3.5142502499298214,tilapia
7.220746449407437,20.96164101484872,3.744342288898074,prawn
7.329591133341791,24.252176148296087,15.421697039761982,silverCup
8.821144679360382,17.831712406080086,3.6119176965258215,katla
8.727776247411608,18.0394260133355,3.153986944808156,sing
7.0288730574057405,21.294407085894047,3.2085319535536323,tilapia
8.208864580441706,17.693019039904204,3.6636629008299013,katla
8.091871787198674,21.592897377606544,3.89031870744037,shrimp
6.513360890363199,25.483433491858516,4.133924272301803,tilapia
6.529715489068404,26.091871598823705,4.464827912674634,shrimp
7.031163591190258,20.643914508555135,3.0875012205654544,rui
8.690657254646856,18.764320055278503,3.6004029965450695,shrimp
7.479939391560323,25.72719253916821,2.835190974788852,rui
7.311951398003132,20.973099011367246,3.701370027538856,rui
7.134638084133919,23.12547691673152,5.529585933164312,rui
8.639239994695707,30.89588763880045,3.526424887431084,rui
7.5421893204330095,21.440098485920355,3.785372323763604,sing
8.192526831973126,31.377952865278793,4.755350334643915,rui
8.655219975952535,17.056080072827932,3.5384792097749593,pangas
7.067390487042639,20.8825206008061,3.5409745891050255,rui
7.606127607728573,31.1464239285379,6.271746730225857,rui
6.97591306967939,21.53276408724259,3.4141486379477612,tilapia
7.1854795245763174,21.770709823674355,3.5488654368697676,karpio
8.774422105483891,17.728567101012516,3.561720554026541,rui
7.137253345297477,22.046751298705423,3.225961845333206,tilapia
8.65415131957451,17.894499624268494,3.4020419657995475,rui
7.651442624711008,21.108641789398003,5.897629723097297,pangas
7.482253404849611,20.731571763164474,3.8309386715236036,katla
8.823702541290256,17.394943732580536,3.425877279239,katla
7.8798788848398,22.16815491795551,15.1194387114323,tilapia
8.126065684222002,17.908353556721085,3.9097576005402397,karpio
8.028678576028952,16.973585603888854,3.8085634735844356,koi
8.084455957809134,17.670125666741363,3.125898322424296,shrimp
7.557899211253372,23.903579546616864,3.3941897839633564,katla
7.3250584733804684,11.841118560747338,7.534972916978118,katla
6.746472265195831,21.83462911700202,3.5652042626824136,sing
7.585628948450523,20.491547427781448,3.5903080030224306,tilapia
7.18218483190465,21.094567160609255,3.518361166026502,pangas
8.273596828674885,31.3502517155547,3.6970778156048705,rui
7.879265075522122,17.60364906400288,3.766754911115074,katla
6.735171595811149,20.2110981093641,3.258475679942449,sing
7.028163866539577,24.51585156865933,7.557072135027736,tilapia
7.108007782104718,20.96025349522371,3.291546604089431,rui
7.200587714241471,21.388750183235963,3.565005933813668,silverCup
6.382655991044789,24.608850703785986,3.804866122073262,silverCup
7.808241803823277,21.08595127113612,3.5836556218130555,silverCup
7.221085233875303,23.126306796551194,7.5957836242560814,pangas
8.621040388566808,17.935051948285835,3.344243949136289,sing
7.555007829967165,21.07714816226403,3.418946205632578,silverCup
8.711891885656966,18.092156246024242,3.7503254592348876,rui
8.828011997768932,17.768490312297967,3.5029399940708257,tilapia
6.8818786198751205,20.957336009525253,3.715641178280679,tilapia
6.844679007649788,21.969501525980483,3.373852713352332,sing
7.289626797939758,21.77525244346846,3.1800668572071094,pangas
7.024624786394823,31.146416267382808,7.02587863168534,tilapia
6.908016919384707,21.085085178664507,3.678917201580958,tilapia
7.411385265757431,8.164750586096208,5.280899262418556,katla
8.226013402231477,17.028319036912226,3.3267435668294527,katla
7.992414113594725,22.031881701571088,3.226854786412984,silverCup
7.44510552821073,21.651003099384152,3.4451667727862283,tilapia
6.6277589095169045,21.74501086165246,3.4671950644138168,koi
7.474955374647192,27.25803702339047,0.8935352903138354,karpio
7.464997413328833,21.86522927066953,3.763304721824237,koi
8.115282207023208,21.266248639142116,3.623785776468693,magur
6.9503151782425485,30.76284348766931,7.267505535985125,sing
7.085327179361021,21.33462731309302,3.526556234954977,tilapia
6.5864749397601905,25.6002184908629,4.323586031845371,prawn
8.48807847775258,26.51602517937314,2.531285156343482,pangas
6.074239693182026,20.607938436157283,3.125377998065912,pangas
7.192578988439946,25.62198398057294,7.270766496271555,tilapia
7.830654023582329,21.06286706179272,3.7007602665804007,rui
8.075833247294334,17.714932443593582,3.6734018358133644,pangas
8.29539326251377,21.516333678560542,3.859237030440363,koi
8.163393917763372,32.25980266373072,4.946875758384949,pangas
7.970021771191976,26.76244206771797,4.268508973060778,karpio
7.803391408698214,29.969538232839056,4.04831929622456,pangas
7.9048942378325195,24.000511578479376,5.938003728749521,tilapia
7.989212486366901,21.788593505773306,3.4652323701195353,karpio
6.96468556630433,21.586164718718507,3.371161848064757,shrimp
7.749207155402767,22.65465592416134,15.206518001678731,katla
7.135610607455863,21.619530943346263,6.096691926770301,rui
8.870404337899448,17.367386060312054,3.313826007365035,shrimp
7.990551516863669,26.38892391282009,3.462497753489585,pangas
7.552602658753908,22.044417786972463,3.6461932911700243,rui
7.796377479243019,25.743265755457646,15.255832165459658,karpio
8.533550525170767,31.37551501769774,6.7304123108042555,silverCup
6.143669251852099,26.584347072116667,4.159031549892336,tilapia
5.790264341122718,31.56748081947835,4.043616369192162,koi
7.185012537445149,29.154281382772584,8.220049857307833,pangas
7.926834052855886,19.962326637739647,3.3631687417970744,shrimp
6.691537678825997,21.28008386342361,3.6913479849516735,koi
8.10259934478754,24.76069765819097,3.948208676141885,tilapia
7.840976673663088,21.38844513230165,3.426314123172786,magur
7.825368352759345,28.41318122091122,6.210443367400556,pangas
8.811986566297515,17.90211023895114,3.724203595749921,pangas
8.213391651479274,32.03783437153376,4.729522736303239,karpio
6.890269739861651,21.432118853375037,3.6405691681171826,silverCup
8.635802294450688,31.64411409141419,7.251624063758679,tilapia
8.861908843869129,17.89398618284497,3.7529450332610295,silverCup
7.05335969320088,20.964233113426335,3.370857550931125,pangas
8.09042999160475,32.6818744233515,5.031711699964776,katla
8.158977161705991,16.829315695204322,3.4485183094754817,magur
8.992129038985357,18.77817171551692,3.469524075217359,katla
7.174787277338461,21.28466083862157,3.2129338021039735,tilapia
7.2473465159703405,26.389157946854045,7.367828648077612,silverCup
8.908704786587837,18.45154083231179,3.4588055359866545,silverCup
8.846841769843074,17.809713196512114,3.299214140207334,sing
5.907266812130118,20.935192834535492,3.5657405342928423,rui
8.916136261807525,17.184055646092702,3.6683373193389444,prawn
7.448469726861911,20.739612376309946,3.6543503113964584,katla
7.276522394936768,7.800977352072928,6.771677211741277,silverCup
7.64144091236992,21.46916655073407,3.4558123651975414,karpio
7.641111195363419,20.141195655211384,3.2562436207116927,rui
6.58678145435366,24.827778216663877,4.2041177641289895,tilapia
8.82811517039134,17.994019353924415,3.7366103571585167,tilapia
7.919124228710081,21.764603485001228,3.7881791446802,katla
7.436318304428699,21.106731025809452,3.627074513788631,rui
7.232863470789144,20.278449586792586,3.386892530344138,pangas
8.111047498433933,17.386828853953762,3.618949398375199,katla
6.029982802643468,22.002471122470595,3.6625593448251013,sing
7.76393141941092,21.104357558430177,3.5783978609738933,pangas
7.449874066432486,26.631863765297474,8.217275567178435,katla
8.386063807425687,24.998232539497316,5.121825032191283,shrimp
6.089811711930666,21.338263677446026,3.596375213495416,tilapia
7.287147763586944,21.618305926846848,7.464713811751259,tilapia
7.228000255403157,30.040261275928223,7.771774485802079,prawn
6.810333261825294,21.65561705028645,3.240665906790943,silverCup
7.89939798323286,18.14877429334328,3.3148772743302644,koi
7.065298337659239,21.160709689411497,2.874569208958406,sing
6.611688945813058,25.525737440065978,4.833994772299678,karpio
8.823907628780773,18.483733083449916,3.644690653147013,silverCup
7.938472220357701,22.440073656413563,3.5322758546530846,rui
8.678966378238751,18.613791249004855,3.469238469243191,tilapia
6.79865362020192,20.951646112691233,3.390431042585253,tilapia
7.482921650773572,23.11337924932663,7.300218570748475,rui
8.512985924048891,18.664174911886946,3.9103844225454893,shrimp
6.891616490171069,20.70089970815467,3.1669195422112324,karpio
6.575617046770845,20.762483846128,3.8634966076097443,silverCup
8.297665383944011,17.42978837733135,3.901033431102647,sing
8.605789240166429,17.37838966131565,3.634594059650628,rui
6.6585817216846515,31.36755886731805,5.53608424529738,sing
7.445312018979204,21.410394308788604,3.6995900475379293,shrimp
7.82785794893666,28.483667938308844,5.817661790727609,rui
8.873147320155589,18.768034588356397,2.923382970338619,tilapia
8.23027019376467,32.698796181269415,4.761851247162269,sing
7.413705312728115,30.33993330104593,3.9512203877385854,tilapia
6.465069283001765,20.869116833536015,3.579658968642568,silverCup
7.743194258685911,21.138199268866924,3.4272993834169148,shrimp
8.05088549835648,21.522346814139034,3.527935409483021,katla
7.885789898069048,26.98635422824111,7.2684521854215856,katla
6.08527803717242,26.156567211129754,4.300682289491098,pangas
8.592645710797054,17.460684558322658,3.507190908552454,pangas
8.296232738788369,17.597767897318814,3.8071946252187194,karpio
6.545898878750624,28.004598611263088,7.081351735753735,rui
8.6561271504541,17.348153100091476,3.3306634892645555,sing
8.845313697316522,17.830899616798508,3.66171079165296,tilapia
7.472458392360955,30.11128113550404,5.930889661265825,rui
8.690958226713983,18.31743651677654,3.5139582752963356,karpio
6.95115178174295,10.746635183123033,7.25458341337295,shrimp
8.62600533455838,18.020329054882847,3.3620826705893045,pangas
8.654332756355284,18.63502828494093,3.2055560152209233,rui
7.117786389968512,20.4392276353422,3.7672680797856852,katla
7.26422652291818,13.028160478566171,8.333507439467509,tilapia
7.52082991566696,21.32079420804709,3.508908523394555,tilapia
7.5227351728692575,30.723100748244793,6.680561487096787,tilapia
6.9714592070354655,21.690671018687137,3.342809837989056,silverCup
8.182704589110983,24.92094634237066,4.038853279102398,pangas
6.958291181161772,21.471031818087866,3.70210493517535,rui
7.0023410627288305,21.720093806631432,3.651242702601662,tilapia
8.18331553163862,21.831113011895724,4.020336670220622,sing
8.305114984144124,18.03902408705961,3.354871119011703,sing
8.56001898209243,18.22590303703993,3.2477193220519514,shrimp
7.957052667793194,22.067764634368373,3.9006190271543977,silverCup
7.405928651175611,27.41499124119413,6.4460841815176675,katla
8.87801641787541,18.36786951413581,3.752972809729455,sing
6.687961966108061,20.746291591290102,3.2182114549742185,silverCup
8.096836905026144,20.928445767427753,3.82656922573731,rui
7.803914759167296,18.007296851329816,3.7541630706854487,tilapia
8.922858205958182,18.27700353866154,3.508079771485878,sing
6.983326945617683,28.72663748508667,5.851610565578841,silverCup
8.908954389969447,17.785126281072582,3.488540356650605,tilapia
7.189764120564387,30.4326534397323,6.877645266330852,rui
7.019248324583687,16.712215379062762,8.355979341758973,katla
5.505309429868465,18.37926361388006,4.657831903610258,tilapia
6.47506315135906,21.3562583946695,3.547166312244445,rui
6.3833272713284765,20.926857332798715,3.3578102926157887,shrimp
6.885479144117344,21.277063984476776,3.79290907282286,magur
6.008045455770279,21.64071263593607,3.875749766243999,tilapia
8.827363812257484,18.906143065118464,3.5151143719600304,pangas
7.90930026245024,21.84525991343997,3.892374420303303,pangas
8.684601471509119,17.70577887076151,3.637891925023402,katla
7.19195523406589,21.19862205916049,3.2930670607897117,pangas
6.900595745232111,20.79565471420637,3.7629778853609186,rui
7.993615961579721,29.391024892969472,6.976708365881163,rui
7.8341410474859305,17.72748073449987,3.2239898873788237,rui
7.870986287717116,27.947683580903107,4.267029504929245,shrimp
7.71028032450586,21.621192183327487,3.5136933621372624,prawn
8.001216519057373,28.05781100034631,3.7207687191733743,tilapia
7.053576654095076,21.86383280226303,3.270287918225802,pangas
7.076667946375782,21.98149335105747,3.15741623733962,pangas
8.595046682170688,16.88980234498535,3.4938632809179446,tilapia
8.214543541589089,18.100054119512347,3.3788001221982467,tilapia
8.431502416061392,28.308134756313,5.410563717972218,rui
6.1470193878882995,20.80558209540002,3.449329918760808,magur
8.75875839323234,18.247230857564144,3.5101025150381213,sing
6.819586791153884,21.23789826406152,3.2352526754832183,sing
7.420929276825937,28.460020208549082,8.018773846556922,silverCup
6.572222871012335,20.03624389800584,3.3518181827582687,tilapia
6.887304407485294,28.85558140736515,3.8068338665798014,katla
8.063999257043614,27.685907911767803,6.193807741881517,rui
7.008027549542926,31.322213602088183,7.23427653335711,magur
7.456347585100017,25.797588368851663,3.999519943070966,silverCup
5.959357468679924,21.18609135644354,3.7336348380553654,sing
8.376238975559845,17.903383476485118,3.445368028357559,pangas
7.637328657292598,20.402278252562088,3.634066363037029,tilapia
7.261536418146929,29.259777747740753,3.8517268354315775,silverCup
8.119577177344526,17.95080098876187,3.529414631088087,koi
7.963836843835664,16.818158404281647,3.723404785813319,silverCup
7.392865413814748,26.055512898339504,6.944873873816635,tilapia
8.817883417334548,17.979098248116188,3.307830120010665,silverCup
8.223982915890705,30.1857676925256,5.32247275899589,katla
7.803675065379009,17.452819540715968,3.407527912399677,rui
8.983563480157173,26.753425099362357,7.444836392539885,shrimp
8.801121629018796,17.11921428487552,3.3649549159359804,tilapia
7.102517690070297,20.214803411455485,3.754997719657242,silverCup
7.512595128248023,21.060911009802066,4.0015193275260135,tilapia
7.766532837116905,24.61774338357469,4.134776966923053,karpio
6.63338969145558,21.60991224381521,3.5491531588480694,sing
8.279720928946402,17.98529363604453,3.5726074094121225,silverCup
7.795631723199788,17.817937396877415,3.3176629607205825,pangas
8.280599621196485,16.9288727116625,3.35161623138838,shrimp
7.340848792234309,32.00137882049355,4.64025244256532,silverCup
7.123169855893575,18.444239126639154,8.601188840302575,katla
8.872167873616059,30.34195346781917,6.642967396792963,tilapia
5.79867775985662,20.97538549183197,5.829875804913967,rui
6.36696504316119,20.953622192760008,3.4893805924505585,katla
7.017384827442561,20.7524598406628,3.47455852502997,tilapia
7.416774204397382,30.407226906392122,6.260329251215263,rui
8.535175003381624,16.896726274199988,3.68815986628127,silverCup
8.48887632044669,21.794377213357677,3.73513689423064,shrimp
7.470939683823303,20.498865646638134,3.764818362503391,tilapia
7.059747105486214,34.84032005736891,8.43093278549631,sing
7.533043386284984,27.994148565132637,4.934382154180367,katla
8.771139832515866,18.408402155446364,3.171337348753664,tilapia
8.953164012109003,17.621543325771494,3.1913947241418117,tilapia
6.108724941724469,20.444409075751416,3.5905868039778204,rui
7.523431150538434,22.040010063386546,3.7931681765772005,tilapia
8.391008236586496,32.75519169465353,6.554341662683511,tilapia
7.400865212813034,24.66855822297523,3.662793381989288,rui
6.541387927909147,21.001821648812726,3.2352901828296865,koi
7.626739972855269,22.777586542808013,6.547117933829263,rui
7.7406942683258,22.214972051401322,15.00419933793491,tilapia
7.775258355390909,27.118613333031984,5.8588010401270525,sing
6.917819133577206,20.470446416574916,3.387572557900435,katla
5.813840777500652,21.142665168779747,3.658098933364736,silverCup
6.83884150801533,20.480174473552218,3.4271174147495107,silverCup
7.833619534009451,20.933008558330094,14.753894714458125,pangas
8.756303093265945,17.477636552727937,3.5596562096227315,shrimp
8.992873206465578,18.661544219763986,3.2728856240970132,rui
7.672435343671641,13.586685232281265,9.115320820914913,karpio
8.647899025015931,18.48263823888264,3.6422566204536277,katla
6.928543754135822,26.83956494100657,3.904045506461744,shrimp
6.007260194321468,21.778663741205484,3.4260316201864796,pangas
8.5894062722861,17.850383240838493,3.266319839255708,pangas
6.540567522691453,20.63566474725987,3.095524960102187,katla
8.399159826887068,24.900333541562013,3.642274628996924,koi
8.582658493387372,18.36481463694423,3.370017959171948,pangas
8.20289685282101,18.40576525670284,3.522657595426977,koi
8.04596188061983,28.83102150920445,7.3464394147770395,silverCup
8.044747360493538,26.720645686162907,3.660806962552162,shrimp
8.079134104708865,18.550639965849687,3.6141795461323003,karpio
5.809499343688682,26.927246643823484,6.893854972966258,tilapia
6.138501649196287,30.79605834683968,4.603005760720377,shrimp
6.707676528868264,27.08598502675851,7.329902202619322,pangas
7.8868458411944875,17.765022471110388,3.3219735298059203,katla
7.689781829186671,30.083103072545793,5.935937084773114,shrimp
6.421364108676029,21.078322528981037,3.6400472003022024,pangas
6.612140721648729,20.24853786956247,3.329781243448208,silverCup
6.568838377095231,20.850202755613125,3.674945010518411,rui
5.769223716763502,31.62900548872792,4.0909775830898845,tilapia
7.973819251235494,21.60316985365943,3.571392388945155,katla
6.6374725335283475,21.150203480655716,3.424504034256311,tilapia
8.675560560621358,17.019362240542367,3.049300639609338,tilapia
7.590583609262792,28.227699479545038,6.485203971570973,pangas
8.623090297487314,17.98317187388245,3.626726484803678,tilapia
6.63502035361812,17.25071794518112,3.5625060725357933,tilapia
7.585616743865377,26.241663640989774,7.9883704671064795,pangas
8.703642745532134,17.607557356167607,3.4915182963595894,shrimp
8.250205679400683,17.30852204131159,3.4363637285350057,pangas
7.394658612131755,24.12824585495296,4.218341109572749,tilapia
6.9874449401215,27.643559633213876,8.186840336616145,silverCup
5.853464521650656,20.66580971063422,3.3709248968394085,pangas
7.462589147969343,21.548127368077928,3.565222438574092,prawn
7.748275280728952,17.442634226633007,3.668020622853096,sing
7.4366222069543,31.069194305312877,4.00204661593862,pangas
7.417065053124242,17.41303186906478,5.1889817496758575,tilapia
8.727961918971737,17.191173986727964,3.530834415797559,silverCup
8.232057969287053,17.827136894857393,3.608838755043455,rui
7.904923544425708,17.629389635463593,3.6564132489335495,tilapia
8.108868396916733,21.624626705491064,3.6951182218560965,tilapia
8.218510124029534,26.877441160861803,8.725205792249886,tilapia
7.9223193751200105,17.51357449199784,3.5888772562843942,rui
8.203062679665113,21.309836960933094,3.494487170776203,karpio
5.930104428849153,21.23146432861204,3.8096863441179063,silverCup
8.227614619066983,25.32647349603789,5.069933931519855,pangas
7.539445117481205,21.372668228105468,3.3540321376642823,pangas
8.410585237253551,17.975818614763856,3.5803861251266724,tilapia
7.244174072525606,17.7066019306042,5.223478740163271,sing
8.089999384285262,18.142490599602333,3.8681684278522024,pangas
8.609388153364758,18.58751824473101,3.2667107902635437,tilapia
6.812863524376867,21.268052971563932,3.6463344699102866,rui
7.0752159668682495,21.119201288092842,3.599481464539409,silverCup
8.269955989472939,15.972615635488385,3.6690123199754794,silverCup
8.393401944433275,27.597783503686784,2.639206022032657,tilapia
8.398469820951409,16.803670630158987,3.767703607173586,rui
5.616673336847943,18.48104916190578,4.910103642557643,silverCup
6.916869245542813,22.279219428048552,3.901755906031072,silverCup
8.791589731851145,17.77907596004561,3.7176796842747373,pangas
7.007358046595173,21.786622284997122,3.934406869923446,shrimp
8.811565538031097,18.210962559813293,3.578834731704301,shrimp
8.36912662909894,18.427510453878302,3.402034378428498,rui
8.669156411249334,17.157232021273956,3.1617709148708393,shrimp
6.080999309413397,25.48418494035644,3.7967509432132713,pangas
7.317563811526008,21.505805306635086,3.5352333987275255,tilapia
7.847004677222901,18.50735175984377,3.176409462074573,rui
7.429668018167597,20.418254515250727,3.4908605409309765,rui
7.278565209102555,20.88466312918723,3.9034617699618823,pangas
8.807923536183548,18.05899378790599,3.5568895995633527,silverCup
6.218324741017675,28.472961370209795,4.028171339759119,katla
6.010238527996847,21.13864392618362,3.613029282265169,shrimp
8.321018804197946,35.94268844115307,4.849461410014638,koi
8.625065655859506,17.69956720365191,3.1531420756736703,tilapia
7.0043845194682905,21.36935435501023,3.1492285223364025,rui
8.26375199585855,17.845197205194186,3.6801065205752685,tilapia
8.01281889506521,17.092949602412148,3.2568683647050847,karpio
7.129625820807106,21.22380293631196,3.703219272228337,shrimp
8.63772893133214,18.045158429650787,3.6929405559842765,magur
8.497057607695771,27.93726898343327,2.5524367911779944,tilapia
7.299157103483285,20.9714218456197,3.5401799780245398,rui
7.558779681218838,21.369685362723065,3.423059031653046,tilapia
8.592606059767933,18.60518389317285,3.6378164699044504,rui
7.077041296237945,21.358924677906273,3.524452334340995,rui
7.484812435215871,20.092120536669647,14.506347593352091,tilapia
8.224036389968122,17.953871582097953,3.382663505146093,katla
7.174731216969563,21.458563530704648,3.51394460670371,sing
6.809343604856355,20.44148991736587,3.2984822582183773,silverCup
8.504678831876433,29.45855625715878,6.525325255033791,pangas
7.203889952872701,10.715371049076206,5.976668308942709,koi
7.31976548058985,21.33464123431665,3.7523709099927487,tilapia
7.442612181383797,26.335885958525758,1.013475796117036,silverCup
7.125558883844125,26.381653457781603,8.491581233452761,shrimp
6.915898762028727,21.358394620467205,3.507896836195446,shrimp
7.356696514782163,20.082226879474693,3.5556769200695495,rui
7.530729800811145,21.229790884382584,3.17014941853091,rui
7.203228179555674,21.721532965148743,7.605720955101569,katla
8.394901704624589,24.305094896756806,3.823386071903469,koi
6.979725092483962,20.553589840525035,3.7316303548751963,koi
5.9927327388547385,21.216673990497736,3.414649645670509,shrimp
7.087964549336475,26.073667232176874,6.972993286023008,karpio
7.389087119993561,25.665189675219253,9.867294217036367,pangas
8.702497458414546,16.817662805194832,3.4852617799503145,rui
7.303322258589156,29.03829697844402,7.937652113961869,rui
